id,x1,x2,x3,x4,etiqueta
train_0424,2.35624917,-1.94739318,2.03330035,0.52452867,1
train_0425,-1.68649283,-1.22491748,1.29300518,2.44299105,0
train_0426,-2.09437376,0.15914155,1.38863168,2.22665561,0
train_0427,2.11119011,0.95184440,1.45801777,2.44861155,0
train_0428,-0.66157929,2.47034928,0.92066589,0.63208225,1
train_0429,1.31312460,-2.25573427,0.11758624,-1.04127782,1
train_0430,1.36614066,-2.25555657,-1.45345651,-2.13429897,1
train_0431,-1.89088782,2.15057948,-2.19356723,-1.31298123,1
train_0432,-0.09406738,-0.92888050,2.15988231,-2.23154450,0
train_0433,-2.29429810,1.94660267,2.10371968,1.77463421,0
train_0434,-1.14133763,1.70949540,0.26848394,0.88681065,0
train_0435,1.61163881,0.40949901,0.24960154,-0.15204330,0
train_0436,-0.20766085,1.05956628,-0.61892451,-0.43801161,0
train_0437,-0.74657049,-1.76453576,-0.25427131,-1.86107863,0
train_0438,1.31670367,0.99592704,1.95615315,-1.87535918,0
train_0439,-0.91040692,-1.87233034,2.11812085,-0.93779406,0
train_0440,-2.35721902,-0.81642807,0.73588536,-1.10377546,1
train_0441,-0.74451575,0.74139119,2.11295421,2.21482270,0
train_0442,-2.41184663,-2.00822578,2.24968056,0.99034912,0
train_0443,0.21556563,-1.40307250,2.19870139,-2.22946454,0
train_0444,-1.69924450,-1.51397148,0.30218445,-1.87625498,0
train_0445,-1.17917149,-1.86112897,0.01967041,1.36356454,0
train_0446,1.20558809,-1.26537580,1.60936741,-2.04319277,0
train_0447,-0.72060570,-1.60674073,-1.12953369,2.04864115,0
train_0448,2.49915245,-1.24015363,0.62638078,-0.12468226,0
train_0449,0.21109370,0.39721740,2.18165787,-0.55599837,0
train_0450,-0.73228483,0.71909577,-2.08029900,-0.98110869,0
train_0451,2.07020005,-1.66755240,1.06578369,1.09146769,1
train_0452,-0.49791171,-1.52539257,-1.32936653,0.01862580,1
train_0453,-2.11160143,0.51779899,0.97224680,-2.10283211,0
train_0454,1.87831959,2.11535315,-1.38080271,1.66917196,1
train_0455,-0.73297938,0.94334879,0.23621095,1.44464877,0
train_0456,-1.99434961,-0.30583170,0.26407371,-0.98448385,0
train_0457,-2.49021828,-1.85302522,1.21206828,1.93425040,0
train_0458,1.42029066,-1.94505828,1.97899584,-0.47147894,1
train_0459,-2.01111758,-0.39919894,1.29255926,-0.54476010,0
train_0460,-0.33907679,0.73261681,-1.27378297,-2.40980828,0
train_0461,0.24469283,-1.69282878,2.08812617,1.78972924,0
train_0462,1.91481440,0.13927033,1.89247186,-2.32425196,0
train_0463,-1.97113236,-0.09797337,2.28365517,1.49636921,0
train_0464,1.58094694,2.41711050,-2.17356042,2.46297709,1
train_0465,-0.60913785,-0.20283158,-0.62923758,0.49033958,0
train_0466,-1.66830368,-0.05936522,-1.14962631,1.35568116,0
train_0467,0.77379287,0.21304091,2.23758492,1.02975998,0
train_0468,-2.24998572,-1.95193430,-2.13970255,0.40733188,1
train_0469,-0.53682511,-0.09780924,1.97016297,-0.66735645,0
train_0470,-2.07618282,-0.73774030,0.62728306,-0.19103549,0
train_0471,-1.42629386,0.62637902,1.81887902,-0.91727311,0
train_0472,-1.23056945,2.17034552,-0.23427094,1.94116117,0
train_0473,-0.73221924,1.99559627,1.59838920,1.90215047,0
train_0474,2.07103747,0.42467170,2.06551817,2.35844989,0
train_0475,-0.74924233,1.78139906,1.14877982,-1.23435825,0
train_0476,-2.19209028,0.91756063,2.25554148,0.44960293,0
train_0477,-2.31504444,-0.39859773,-0.08741846,-0.29643820,0
train_0478,-1.00222798,1.23029847,2.31825237,-2.38592487,0
train_0479,-2.19532606,2.42101106,-0.65033065,0.91490069,1
train_0480,1.04713483,-0.11667997,0.01925571,2.35947824,0
train_0481,-2.40243424,-0.07021963,2.06300388,-0.73423150,0
train_0482,-0.85026222,0.07740415,-1.82849853,-0.37603489,0
train_0483,-1.78641861,1.51583820,1.81802526,-1.16350402,0
train_0484,-0.91261303,-1.27019153,2.30474958,2.21639399,0
train_0485,-1.54533858,-1.81361365,0.10701389,1.88805318,0
train_0486,2.23853210,0.23478808,-2.40913119,1.21069440,1
train_0487,-1.15892377,1.47719029,1.15228764,0.74438452,0
train_0488,-2.45184997,-0.59406174,1.56834978,0.54157951,0
train_0489,-1.09503925,-0.22933046,1.79270804,0.19289327,0
train_0490,0.75169431,0.64024481,-1.98338929,-2.27454746,0
train_0491,-1.16118182,1.81223729,-1.81634314,2.44847064,0
train_0492,-0.61445070,1.20424359,0.59704474,0.39140152,0
train_0493,1.20823901,-0.42092820,0.53220310,-0.06643644,0
train_0494,0.82669163,1.29028647,1.89665461,-0.77707516,0
train_0495,-0.61796455,-2.12693280,1.89612180,-1.80300443,0
train_0496,-2.25213035,1.17802103,0.23929742,1.21518545,0
train_0497,-1.13043852,-1.55873465,-1.92588954,1.13209018,1
train_0498,0.34259782,-0.35031092,-0.24624592,-0.24029391,1
train_0499,-0.83483667,1.74162196,1.11121553,1.76370744,0
train_0500,-1.68283938,-2.48628131,-1.50913449,1.22383678,1
train_0501,1.13053857,-0.54731314,2.07160106,1.41443951,0
train_0502,0.01264088,0.72145235,0.15622881,2.10510194,0
train_0503,0.65749077,-0.36741684,1.81793451,1.34418121,0
train_0504,0.94979599,0.92270330,-0.47344690,1.06621611,1
train_0505,-1.49959362,-1.76811831,0.39398909,0.58571877,0
train_0506,1.20873613,1.88967483,-1.92672335,-1.88094734,1
train_0507,2.21600016,-1.02489546,0.54198069,-2.12151281,0
train_0508,0.14827686,-1.69839346,-0.40347242,-0.01671881,1
train_0509,-1.44750952,-0.94058074,0.62723996,-2.35216820,0
train_0510,0.89114270,-0.24732341,-1.85984569,0.47438886,1
train_0511,-0.51883681,1.16456220,-0.93739315,-0.12052825,0
train_0512,2.12392806,0.71735907,2.48006650,2.18609184,0
train_0513,-0.25615482,1.48703864,1.43649819,1.35546344,0
train_0514,0.90492725,-1.66220655,-2.09369674,-0.55561256,1
train_0515,0.02250029,-0.72263455,-1.52465290,-0.81334931,1
train_0516,2.17413471,0.65333548,-2.24710303,-1.04091585,0
train_0517,1.52688873,-0.96910464,1.20358632,1.92429088,0
train_0518,0.13389203,0.77795854,-0.60666894,1.37344217,0
train_0519,2.24826069,1.08928330,0.63874165,-0.35919160,0
train_0520,-0.44643268,-0.69405190,1.48629870,-1.35139984,0
train_0521,-2.15515497,-1.24197341,1.67354266,-1.71347780,0
train_0522,0.94904483,-0.33367133,2.17075440,0.10302650,0
train_0523,0.93408461,1.65231303,2.10055856,1.94576922,0
train_0524,-0.48283698,-2.14502906,1.26855067,1.22224942,1
train_0525,-0.63912061,-0.00044307,-1.88603320,-0.57439686,1
train_0526,-1.23981395,-0.88518310,0.09661426,-0.76192349,0
train_0527,-2.03178315,1.12918322,-0.31434036,2.33448377,0
train_0528,1.66069269,0.30660060,0.85347946,1.59759636,0
train_0529,0.74811104,-1.32294649,1.89735524,-1.80180896,0
train_0530,-0.11557993,-0.30541100,1.31165236,1.96977107,0
train_0531,-0.62934337,1.46334077,0.12110530,-2.02413514,0
train_0532,-1.77413092,0.57230894,-0.13204048,-1.37204085,0
train_0533,0.30624519,-1.81708723,-0.07534676,-0.38322161,1
train_0534,-1.24710503,0.21587720,1.07952035,0.82144014,0
train_0535,0.20931097,0.86896867,1.92575774,0.70584494,0
train_0536,-1.11304439,1.78595053,0.22868244,1.87353041,0
train_0537,-1.20522506,-1.56771722,0.04200381,2.37153129,0
train_0538,1.27051384,0.34836959,1.64513394,-0.23882139,0
train_0539,-1.41979559,0.57861568,-1.93222039,-2.42136852,0
train_0540,-1.23267616,-0.56159825,1.30099218,1.03333756,0
train_0541,1.52863790,-2.11869834,-2.12471276,2.46276345,1
train_0542,-0.88188415,2.34949408,-0.93631125,-1.92813289,1
train_0543,-2.05405724,0.53736877,0.69484127,0.71656371,0
train_0544,1.89126258,-0.27182019,0.38988508,2.42356804,0
train_0545,1.20236028,-1.29016944,0.39233843,0.15121841,1
train_0546,-0.99868935,-1.79259009,0.91434222,-2.05240302,0
train_0547,-0.93994095,0.09331251,-1.83157049,0.83929888,0
train_0548,-0.78058868,1.55183505,-0.92399996,-2.02152216,0
train_0549,1.94700577,-0.67524218,0.83428066,0.80116760,0
train_0550,-0.97220161,1.41173153,-1.67408816,1.70074399,0
train_0551,-1.85118780,-1.36378305,1.52027432,0.00107055,0
train_0552,-0.49769899,1.63299601,0.20736330,1.42740956,0
train_0553,0.11792527,1.21521247,0.91047989,-0.01129249,0
train_0554,1.90756136,0.41899797,1.75842074,-1.34070979,0
train_0555,-2.38840865,-0.53598032,2.31180983,-0.51376262,0
train_0556,-1.21420802,0.02825206,-1.17944557,2.28448323,0
train_0557,0.08586311,-1.24029697,1.52492615,-1.03786878,0
train_0558,1.94274196,0.88813715,0.73735545,-0.66323850,0
train_0559,2.42964543,0.16248874,-1.13655564,-0.99036975,0
train_0560,1.75208708,-1.52719196,-1.46001058,2.22575558,1
train_0561,1.91975554,0.30526540,1.31099340,-2.23608992,0
train_0562,-2.36419185,1.53071096,-1.32620974,1.86924667,0
train_0563,0.10377518,0.36187385,1.30040330,-2.20298534,0
train_0564,0.34232018,1.06296123,1.98303943,1.59988173,0
train_0565,0.14271143,0.09504545,-2.10073715,-2.35443834,0
train_0566,-0.90443228,2.02315447,2.47645314,-2.33097334,0
train_0567,-2.47320703,-0.34981246,1.90554473,-0.63904761,0
train_0568,-1.37493062,1.72066974,0.57633008,0.77719141,0
train_0569,2.20203576,0.55379996,0.31392922,-1.57377518,0
train_0570,-1.85947555,-0.56612719,0.33071751,-0.96875175,0
train_0571,0.37187548,1.26138407,1.16976370,1.72457529,0
train_0572,-0.02655695,1.19337880,0.40852588,-1.79500785,0
train_0573,-0.37825027,-1.48361157,-2.23695039,-0.44777311,1
train_0574,2.36846611,2.03654474,-1.61170317,1.41092207,1
train_0575,1.03464182,-0.75298132,1.59066498,0.59594249,0
train_0576,-0.85930070,0.06718911,0.75645413,-2.08091804,0
train_0577,-1.36888097,-0.31698054,-1.42221286,2.12577966,0
train_0578,0.38341920,-0.67378612,1.72039864,-1.74217687,0
train_0579,1.64060722,0.47340892,-1.64913126,-1.82073565,0
train_0580,0.55178598,0.96295125,1.13396531,-1.40788084,0
train_0581,0.97709453,-0.25968104,0.62585547,-1.60901117,0
train_0582,-0.33831643,1.60989245,1.34273074,0.79035021,0
train_0583,0.43622329,-0.17431385,2.34936161,0.57004951,0
train_0584,1.16353233,2.15113745,-1.25456865,-1.59826718,1
train_0585,-0.50385217,0.85188164,0.00660441,-0.43408544,0
train_0586,-0.59266662,-2.07782724,2.08384574,-0.23865526,0
train_0587,-1.63827679,0.74306214,1.38134540,-1.91140750,0
train_0588,-1.23775946,-0.27870340,-0.16873727,-1.76964404,0
train_0589,-0.89292824,0.69191277,0.47363162,-1.22543610,0
train_0590,0.72173695,2.39920551,-2.23084687,2.13902498,1
train_0591,0.13994433,-1.91169278,-0.16709454,2.26666733,1
train_0592,-1.12386857,-0.64490255,2.32464136,1.14809003,0
train_0593,-0.00832461,1.89729795,-0.68781246,-1.40613655,1
train_0594,-1.95346225,0.91211765,-0.15826629,-0.48681104,0
train_0595,-1.21186588,-1.66716044,2.32568329,1.07439129,0
train_0596,2.00997683,-1.43239818,1.06280197,-0.03269827,1
train_0597,1.23541148,-1.99661673,1.15462147,1.66613772,1
train_0598,-0.96730155,1.12872226,-0.67339803,2.15477503,0
train_0599,-1.80897036,-0.94003521,-0.53782533,0.48113722,0
train_0600,-1.61549641,-1.99824133,0.19950654,-0.19340093,1
train_0601,-0.60818773,-1.00490523,-0.65588929,1.42075219,0
train_0602,-1.99501571,-1.06190455,-0.33954945,0.88962572,0
train_0603,0.82838039,1.10861359,0.87731861,-1.82220543,0
train_0604,-1.50746429,1.46326040,1.04213497,-1.95690334,0
train_0605,-1.94084468,2.12566660,1.87147642,-1.72615446,1
train_0606,1.13374991,2.44472367,1.27072587,-1.68315108,1
train_0607,0.32550069,0.61781974,-1.90270906,-0.62967403,1
train_0608,-0.76734867,0.35738539,-0.48853235,1.28843479,0
train_0609,-2.03732293,0.21243384,0.42389885,1.92851296,0
train_0610,-2.44590305,-2.12907589,-0.65450053,1.31915189,1
train_0611,-0.60954897,-0.42864157,-2.18048777,-1.48321942,0
train_0612,-1.65233141,2.14454041,1.72376714,-2.46636892,0
train_0613,-1.47395432,-2.07011735,-0.57281543,0.07178769,1
train_0614,-0.74205985,0.24372593,-0.16869177,-2.29650136,0
train_0615,2.09806247,0.17899810,1.45888260,-2.09124100,0
train_0616,0.11847926,0.39820612,0.05342771,1.03164895,0
train_0617,2.03769331,2.39735131,-1.42703997,-1.08887745,1
train_0618,1.88206639,-2.04706336,-2.04106991,-2.35418075,1
train_0619,1.51810721,0.68429355,-0.59902822,-1.38548762,0
train_0620,-0.95623698,1.10346340,-2.08155469,0.94424954,1
train_0621,0.40074716,1.44869551,1.90340405,1.29617259,0
train_0622,1.44145756,0.56137222,-0.90914434,-1.97067423,0
train_0623,-1.96119438,1.88887886,-1.20172573,-1.78726723,1
train_0624,2.36277806,-1.26903348,0.79772939,0.81525727,1
train_0625,1.25022880,0.21131848,2.29134072,0.47482097,0
train_0626,1.02767445,-2.28096292,-0.98890935,0.47916009,1
train_0627,2.32694972,0.47820173,1.02606091,1.02849660,0
train_0628,1.07476939,-0.60282934,1.85260612,-0.49686582,0
train_0629,-0.88379791,-2.06025350,-0.95172305,-2.15921817,1
train_0630,-0.86079863,-0.94846803,2.09796370,-1.58003319,0
train_0631,-0.44580546,0.66266575,2.06651882,-0.11252398,0
train_0632,0.57753559,0.07303963,0.58389750,-2.26886051,0
train_0633,0.23436504,-0.89759905,-1.57743512,-2.22376105,0
train_0634,-0.29413683,-2.28647923,-0.14916905,-0.56157720,1
train_0635,-1.86614683,1.95080717,-1.44675794,-2.11465476,1
train_0636,1.76023832,-0.33236554,-1.12632736,2.14615191,1
train_0637,-1.07566876,1.03113918,1.68690501,-1.65924906,0
train_0638,-0.39431565,-1.71773327,0.79339395,2.06853475,0
train_0639,2.29840674,-0.18049744,-2.45855052,-1.19405011,0
train_0640,-0.82676763,-1.62524537,2.47810552,-1.85780982,0
train_0641,0.28362963,0.35540334,2.06790906,-0.86793055,0
train_0642,-0.05127597,0.33104371,-0.75250636,1.75262762,0
train_0643,2.46847376,-0.32836305,-2.46206279,2.45914886,1
train_0644,-1.15737990,-1.27253457,1.84162444,-1.36189637,0
train_0645,-0.58012793,-0.76061450,1.14738993,1.04604484,0
train_0646,0.74730187,-1.60206703,-1.00512743,-0.67986258,1
train_0647,-0.91613821,-1.75407522,1.57495219,-1.02328266,0
train_0648,-1.53539657,-0.01305114,-0.21973640,-0.72458637,0
train_0649,-2.47478180,-0.99869165,-0.15974844,1.83783387,0
train_0650,-2.10948598,-1.06991795,0.32570831,2.19739963,0
train_0651,1.82405575,-1.94663240,-2.19735584,-1.08865391,1
train_0652,-0.60870877,0.33175908,2.12602592,1.43755568,0
train_0653,0.20807075,1.29464605,0.76865184,2.08044338,0
train_0654,2.08007934,1.17295330,2.45771219,0.38848013,0
train_0655,1.84229994,0.58803895,-0.48735137,-0.56374163,0
train_0656,0.71649586,1.23469624,-0.79735461,-2.31508920,0
train_0657,-2.22795423,1.32150031,0.32226238,-0.97445811,1
train_0658,-1.15790086,1.13763585,0.50707473,1.17890934,0
train_0659,-0.18192545,-0.15225341,-0.96237012,-1.80855199,0
train_0660,-0.45461223,-0.43547752,2.15215547,2.16046810,0
train_0661,2.11700602,1.62017633,0.96825546,-0.43643374,1
train_0662,0.78194013,1.89635556,2.39749641,-0.90013764,0
train_0663,-0.71870510,-0.26621757,0.02639712,-1.32647978,0
train_0664,-2.43022543,0.48486055,-0.23209930,2.00159155,0
train_0665,-0.11793164,-0.66285330,0.35608958,-1.89867474,0
train_0666,1.42362258,2.23575819,-1.20153689,-0.95868697,1
train_0667,0.91094154,1.50568820,1.69399703,0.58071492,1
train_0668,-1.10733117,1.35212244,1.76585891,0.00060946,0
train_0669,-0.33856335,-1.27514649,0.62553541,2.34424554,0
train_0670,-2.02726131,-0.81122435,-1.60418508,0.11238077,0
train_0671,0.33941176,-1.77025468,0.15999911,-1.59772369,1
train_0672,-0.76715492,1.15653383,1.91425787,1.30551575,0
train_0673,1.58124292,-0.99926958,-1.48424216,-2.44775697,0
train_0674,1.97508224,1.83567341,0.37128491,-1.05663940,0
train_0675,1.55218752,0.39745387,0.57663202,2.18557746,1
train_0676,0.91557714,0.98430790,2.19477947,-2.27590752,0
train_0677,-0.17731435,1.13723926,1.98031853,-1.69321714,0
train_0678,-0.83025875,2.10026391,1.08537138,1.99271867,0
train_0679,0.70482016,-0.04054209,1.21410488,0.14269286,0
train_0680,-2.37492526,-1.02964200,2.04432808,-0.62870021,0
train_0681,0.69916797,0.46939369,-1.25788851,-1.29180265,0
train_0682,-0.03712750,2.02736008,2.30592489,1.90462096,0
train_0683,1.70184788,-0.24967211,2.09230591,1.09357665,0
train_0684,1.52815655,1.50616553,-0.81600488,-2.34914844,0
train_0685,2.39994541,0.51246732,1.32391279,1.40364624,0
train_0686,0.01071575,-0.23382157,2.37499843,0.96319736,0
train_0687,-0.32276906,-1.77197541,-0.14402488,1.41462307,0
train_0688,2.13342600,0.04218496,1.25670125,1.17329030,0
train_0689,-2.01327380,1.48475323,0.63610135,0.30139659,0
train_0690,-0.69573603,2.21031993,-0.23145075,0.04856352,1
train_0691,-1.71309479,2.01510463,0.46917594,2.44132943,0
train_0692,0.74500070,-0.41033517,1.68099512,2.22382901,0
train_0693,-0.84753167,0.17342047,-1.39351995,0.92448158,0
train_0694,-0.29963592,-0.44678129,0.27280597,1.10580997,0
train_0695,2.03720987,-1.46395216,0.83788233,-2.32272239,0
train_0696,1.55925374,-0.38471504,0.47646759,-0.95971491,1
train_0697,-0.93782428,-1.89971399,-2.42667360,0.34481766,1
train_0698,-0.18505998,-0.07412389,1.75254349,-1.73135755,0
train_0699,-2.12072771,0.26434330,1.32854645,0.94541735,0
train_0700,-1.76433125,-1.04773464,1.40461304,0.73682052,0
train_0701,-1.38966674,-0.62582337,0.18285446,-1.71782913,0
train_0702,0.88274134,1.12698024,1.87537439,2.37830500,0
train_0703,0.28931694,-1.24017753,2.48968060,-1.57834445,0
train_0704,2.49986092,-0.47300931,-1.92206288,0.22726440,0
train_0705,-1.03065938,0.27077639,0.08563225,0.70266078,0
train_0706,0.17861147,-0.53829520,2.21244230,2.42828934,0
train_0707,-0.64339026,1.65576479,1.60101147,2.07710390,0
train_0708,2.18845840,0.47535412,-1.16900296,-1.68152137,0
train_0709,-0.12240395,0.42279627,-2.16540098,-0.36001770,1
train_0710,-1.65788625,1.96715156,2.10440075,1.13119128,0
train_0711,1.50100543,0.21283377,0.72594063,-0.56417359,0
train_0712,-2.22700035,-0.93321620,1.06003507,-2.39114569,0
train_0713,-1.70231686,1.59967359,1.11963015,-0.74855809,1
train_0714,0.86032510,1.09414550,1.26420675,-0.40000550,0
train_0715,-2.48606484,-1.76756527,2.09368102,-0.26747397,0
train_0716,1.08876646,0.48554744,0.18783786,1.89548875,1
train_0717,-1.41836289,0.08156735,-2.22661334,1.84863735,0
train_0718,-0.57479056,0.82126795,-1.78716339,1.85640513,0
train_0719,1.88763887,0.35101805,1.48641965,1.60499586,0
train_0720,1.21176555,-0.07293916,2.46517077,-0.36802910,0
train_0721,-1.50004505,-1.53616727,1.60129358,0.53437694,0
train_0722,0.25867011,-1.26585928,1.75220669,-1.93525557,0
train_0723,-0.57998386,0.13623960,-0.22229018,0.17176841,0
train_0724,-0.40059307,0.20880188,1.37074173,-1.09165738,0
train_0725,-0.47054189,0.59807114,0.38005142,-0.19515261,0
train_0726,-1.47708519,1.25615354,0.48396439,-0.54646755,0
train_0727,2.23929189,-1.81371468,-0.00368361,-2.46187680,0
train_0728,0.26696047,2.13828320,0.88352553,1.45247755,1
train_0729,-1.19715982,-0.17606090,-1.79987176,-0.77181588,0
train_0730,0.29701850,0.88378858,1.11658687,-2.22985505,0
train_0731,-0.82831514,0.93618436,0.89403817,-1.51860203,0
train_0732,-1.73484391,-1.35085284,-1.64754538,0.69521558,1
train_0733,-2.07762817,0.64030659,1.33441111,1.76700483,0
train_0734,0.75651996,0.83404696,-0.64108525,-1.70890773,0
train_0735,-1.76504860,-1.85778331,-0.76639303,0.84893126,0
train_0736,0.18664837,1.04206050,0.25760874,-1.42341468,0
train_0737,-0.44558510,-1.72490998,1.67631412,0.74470173,0
train_0738,-1.45579354,-0.43969235,-2.06820498,1.90380543,0
train_0739,2.02608901,1.49652306,2.17045956,-0.70866678,0
train_0740,-0.32156966,1.87724911,0.76786694,1.88293503,1
train_0741,-1.51627616,2.16770985,2.17475769,-1.40590656,1
train_0742,-1.39474080,1.25282131,0.81308575,2.22686007,0
train_0743,1.93469352,1.54530966,0.54729768,2.33766893,1
train_0744,-2.31686939,1.43564801,1.75779728,-2.10154585,0
train_0745,2.10351262,2.15764647,2.32392585,1.86161005,1
train_0746,-0.13999258,-0.48329104,-1.70768352,2.12912113,0
train_0747,2.05681108,0.03391128,-0.10428678,2.40326546,0
train_0748,-2.03081965,-0.97494804,1.31948553,-0.47246024,0
train_0749,0.15907534,1.94964034,1.72557292,-1.01391329,0
train_0750,-0.30780446,-1.93822400,0.57104890,-1.85285312,0
train_0751,0.39403223,-1.18197963,1.83821412,1.33112263,0
train_0752,-0.46396110,-0.83512830,-1.40599827,0.58375418,0
train_0753,2.29805534,1.11380461,-0.96388414,-1.69995527,0
train_0754,1.87755152,-0.86487694,-1.20584417,-2.33708425,0
train_0755,1.67434439,1.49204905,-1.51220607,0.60847687,1
train_0756,0.14239729,0.54686895,1.62349957,-0.15275225,0
train_0757,1.26850855,1.99162303,-1.30496893,0.78388401,1
train_0758,1.52723302,-0.59017574,-1.89393581,0.87888436,1
train_0759,1.86014730,-1.22113983,-2.01382675,-1.11462137,1
train_0760,0.00346972,1.41455756,2.02739484,2.03376359,0
train_0761,1.80470313,2.04451324,1.79127490,0.52612335,1
train_0762,1.25484937,-0.10767560,2.32984035,-0.07512666,0
train_0763,2.04001469,1.84647103,1.75846453,-0.08126486,1
train_0764,-0.52329634,-0.55705938,2.04900309,0.91895748,0
train_0765,-0.13908760,0.83893627,0.70421227,1.91658349,0
train_0766,-1.07101458,0.81733978,1.95033086,-0.10331917,0
train_0767,-0.38335954,-1.63259369,-1.18570602,1.39608445,1
train_0768,0.44393236,0.83386238,-1.45566520,-1.53375041,0
train_0769,-0.66609926,1.58924817,0.05274197,-1.62990405,1
train_0770,-2.30976422,-0.84720676,2.00602339,1.42978050,0
train_0771,-2.18802935,-1.27534500,1.14359231,-0.69772317,0
train_0772,1.95323692,-1.36787000,1.01416033,-0.54757482,0
train_0773,1.38596309,2.31782894,-0.77582071,-1.98026129,1
train_0774,-0.14215490,-0.02336217,0.67841388,-0.67736350,0
train_0775,0.74009859,0.53523635,-2.12042578,0.41568335,1
train_0776,2.42501963,2.38744690,1.74123755,-2.39163599,0
train_0777,0.61652328,-1.96334695,2.06374705,0.13619603,1
train_0778,-0.38290443,-1.61245819,-0.41667059,2.27293395,0
train_0779,0.85446537,0.40867037,1.54584547,1.62905086,0
train_0780,0.42075006,1.90101636,-1.75468896,-2.11003424,1
train_0781,1.14409864,2.09829900,-1.21710179,0.90388632,1
train_0782,0.57605480,1.96821321,1.45321653,-0.81509755,1
train_0783,0.87855364,0.51320778,1.58281026,2.44837833,0
train_0784,-1.98380545,-0.24971401,1.03202680,1.89453540,0
train_0785,-0.44129353,-1.21265580,0.03793766,-0.85249766,0
train_0786,2.10509254,-0.44362741,-2.24003470,-1.99381777,0
train_0787,0.86665334,-1.79923709,-1.61107720,-1.01429092,1
train_0788,-1.59854709,-0.20268684,-0.77874876,2.30963818,0
train_0789,-0.70344772,1.23155843,-0.35119188,2.46544357,0
train_0790,-0.03074980,0.22700938,-1.49216303,0.72062012,0
train_0791,2.35336904,-2.25477139,1.45510290,1.02139101,1
train_0792,-1.29976705,-0.91307756,-1.55733316,-1.43762561,1
train_0793,2.11945468,-1.91965072,1.50817445,-2.02167251,0
train_0794,0.53128748,-0.51332626,1.60463048,1.60565554,0
train_0795,-1.84616038,1.80915289,1.89034252,1.44156082,0
train_0796,-1.91182012,1.93825730,0.86653584,-0.57106088,1
train_0797,0.18081058,1.30672954,-0.90275792,2.44760470,0
train_0798,1.84597953,-1.99806367,1.14945606,0.98968850,1
train_0799,-1.99194424,-1.06267434,-1.64064033,1.79978703,0
train_0800,-0.49541901,-1.53573571,0.37175583,-1.15316191,0
train_0801,-1.65170176,-2.06721386,1.74655161,1.51899929,0
train_0802,-0.54971111,-1.60416888,0.96502169,0.45814332,0
train_0803,2.13808906,-1.98981032,1.71740150,2.33306645,1
train_0804,0.20174085,0.38295644,-1.58441317,-0.06543373,1
train_0805,-0.28209133,-1.88182352,1.52958671,-2.03842563,0
train_0806,1.75789153,0.29125211,2.16640411,-1.13488972,0
train_0807,1.57498611,1.58435131,2.43061241,-1.16799182,0
train_0808,0.05814629,1.26642729,0.55667406,1.98278786,0
train_0809,-2.00875234,-0.93276012,-1.30263496,-2.19064672,1
train_0810,-2.38326438,-1.53656875,-0.30861993,-1.52234849,1
train_0811,1.46333521,-1.00447695,2.29221756,-2.19736708,0
train_0812,0.43921146,0.36954808,2.34309211,0.71415868,0
train_0813,-0.59961885,2.18717172,0.27256262,-0.22969359,1
train_0814,-1.09489067,1.76472002,0.68232054,1.48322060,0
train_0815,1.35848030,0.18314279,-0.25759978,1.31598967,1
train_0816,2.33345951,0.45386849,0.88973590,2.30140261,0
train_0817,-2.14188050,1.72772218,0.57344189,2.08595501,0
train_0818,0.31484571,0.47496936,0.93570237,-1.78062407,0
train_0819,-0.34268222,-0.44591330,2.40546253,-1.07460333,0
train_0820,2.41478428,1.15771267,1.99708434,-2.18061037,0
train_0821,0.96973613,-0.47192580,2.45232035,2.02446985,0
train_0822,-0.64592920,1.13659892,1.23544752,-1.51053029,0
train_0823,-1.27621028,1.64709551,-0.53544644,-1.50549614,1
train_0824,1.14705046,1.65274077,-0.84206594,-0.58145507,1
train_0825,2.48956455,-0.48239371,-0.94216118,-1.86533915,0
train_0826,-1.45628664,0.90891201,1.72493103,-0.68266113,0
train_0827,-1.35859933,-0.45398162,-1.02915370,1.79454181,0
train_0828,1.69063229,1.29647362,0.78811567,0.76614738,1
train_0829,2.31964955,-1.15220263,-1.54912461,-1.38767257,0
train_0830,1.17089872,-0.29146103,2.27536441,-2.46264302,0
train_0831,1.13562457,-2.01979391,-1.21332675,1.89719795,1
train_0832,-0.29403050,-0.54589487,0.74072856,-2.16550442,0
train_0833,-0.00583708,1.25973382,2.28330164,-2.41169823,0
train_0834,-1.11802556,1.18146169,0.99022314,-0.71871481,0
train_0835,2.03684360,-0.68057132,1.80563460,0.88610666,0
train_0836,-1.45735918,-0.86760036,-2.23571642,1.67883996,0
train_0837,-1.82328123,-1.82028969,-0.87738497,1.98972653,0
train_0838,-2.33935365,0.04773069,2.24442084,1.92810481,0
train_0839,-0.70642475,0.02973485,-1.49443482,2.34268149,0
train_0840,1.25503495,1.31602602,1.33595020,-0.15290785,1
train_0841,0.81376000,1.24537690,-1.93143071,-2.48992921,0
train_0842,0.21631992,-0.05270860,-0.02287855,-0.65278640,0
train_0843,0.56096896,-2.36479812,0.96486109,-2.23065297,1
train_0844,-1.57606710,1.64068327,2.14068505,1.33274721,0
train_0845,-0.31142177,1.41007751,2.49571954,1.55411650,0
train_0846,-1.77876802,-1.05683043,-0.09428489,-1.43031394,0
train_0847,-1.38212873,1.10631366,1.25994195,-2.15208128,0
train_0848,-1.22369434,0.92529952,-1.32254822,0.76754777,0
